id,gov_delivery_id,title
37,UKGOVUK_16701,Rail Accident Investigation Branch reports
47,UKGOVUK_16834,Business tax: IR35: working through an intermediary
49,UKGOVUK_16830,Business tax: Employment related securities
51,UKGOVUK_16836,Coal: Environment
53,UKGOVUK_16838,Coal: Mining reports and data
281,UKGOVUK_18265,Competition and Markets Authority (CMA) cases with the following case type: mergers
290,UKGOVUK_18348,MOT: Manuals
658,UKGOVUK_22604,Gambling regulation
1346,UKGOVUK_32636,"European Structural and Investment Funds North West, South east, and London"
1414,UKGOVUK_34709,"European Structural and Investment Funds with the following locations: North east, North West, South east, South West, and London"
1416,UKGOVUK_34747,"Defence and armed forces: Military equipment, logistics and technology"
1417,UKGOVUK_34761,"Cma cases with the following case types: competition disqualification, markets, mergers, and reviews of orders and undertakings"
1418,UKGOVUK_34806,"Cma cases with the following case types: ca98 and civil cartels, competition disqualification, and mergers"
1419,UKGOVUK_34814,"Upper Tribunal (Tax and Chancery Chamber) decisions with the following categories: banking, financial services, and pensions"
1420,UKGOVUK_34824,"Cma cases with the following case types: ca98 and civil cartels, competition disqualification, criminal cartels, consumer enforcement, and regulatory references and appeals"
8968,UKGOVUK_41794,Living in Germany
8984,UKGOVUK_41859,Living in Indonesia
3534,UKGOVUK_5871,All announcements about all topics by Service Personnel and Veterans Agency
3536,UKGOVUK_27574,Announcements related to Single Source Regulations Office
3537,UKGOVUK_31686,Announcements related to Single Source Regulations Office and United Kingdom
58,UKGOVUK_16843,Commercial fishing and fisheries: Vessel licensing
59,UKGOVUK_16844,Commercial fishing and fisheries: Vessel surveys and inspections
60,UKGOVUK_16845,Competition: Competition Act and cartels
62,UKGOVUK_16847,Competition: Markets
64,UKGOVUK_16849,Competition: Regulatory appeals and references
66,UKGOVUK_16851,Dealing with HMRC: Phishing and scams
72,UKGOVUK_16857,Environmental management : Flooding and coastal change
74,UKGOVUK_16859,Environmental management : Oil spills
75,UKGOVUK_16860,Environmental management : Oil storage
76,UKGOVUK_16861,Environmental management : Waste
79,UKGOVUK_16864,High Speed 2: Design and development
81,UKGOVUK_16866,High Speed 2: Environment
85,UKGOVUK_16870,Housing: Land and development opportunities
96,UKGOVUK_16881,Health protection: Chemical hazards
97,UKGOVUK_16882,Health protection: Emergency response
101,UKGOVUK_16886,Planning and development: Marine planning
102,UKGOVUK_16887,Intellectual property: Copyright
111,UKGOVUK_16896,Keeping farmed animals: Import and export
112,UKGOVUK_16897,Keeping farmed animals: Poultry registration
118,UKGOVUK_16903,Land registration: Data
147,UKGOVUK_16932,Outdoor access and recreation: Access and rights of way
149,UKGOVUK_16934,Outdoor access and recreation: Recreation
150,UKGOVUK_16935,Personal tax: Capital Gains Tax
151,UKGOVUK_16936,Personal tax: National Insurance
164,UKGOVUK_16950,Prisons and probation: Prisons healthcare
172,UKGOVUK_16958,Producing and distributing food: Sugar
173,UKGOVUK_16959,"Schools, colleges and children's services : Curriculum and qualifications"
360,UKGOVUK_20241,MOT: Forms
660,UKGOVUK_22606,Teaching and school leadership
661,UKGOVUK_22607,Further education and training
662,UKGOVUK_22608,Academies and free schools
1304,UKGOVUK_391,Travel advice for all countries  - travel advice
3538,UKGOVUK_10279,Announcements related to Education and Skills Funding Agency
168,UKGOVUK_16954,Producing and distributing food: Egg production and marketing
169,UKGOVUK_16955,Producing and distributing food: Food labelling
170,UKGOVUK_16956,"Producing and distributing food: Import, export and distribution "
176,UKGOVUK_16962,"Schools, colleges and children's services : Exams, testing and assessment"
177,UKGOVUK_16963,"Schools, colleges and children's services : Inspections"
178,UKGOVUK_16964,"Schools, colleges and children's services : Looked-after children"
181,UKGOVUK_16967,"Schools, colleges and children's services : School and college behaviour and attendance"
182,UKGOVUK_16968,"Schools, colleges and children's services : School and college careers and employment"
382,UKGOVUK_21870,Rail Accident Investigation Branch (RAIB) reports with the following railway type: heritage railways
383,UKGOVUK_21871,Rail Accident Investigation Branch (RAIB) reports with the following railway type: heavy rail
385,UKGOVUK_21876,Rail Accident Investigation Branch (RAIB) reports with the following railway type: metros
404,UKGOVUK_21900,"Marine Accident Investigation Branch (MAIB) reports with the following vessel types: merchant vessel under 100 gross tons, fishing vessel, recreational craft - sail, and recreational craft - power"
409,UKGOVUK_21967,"Rail Accident Investigation Branch (RAIB) reports with the following railway types: light rail, metros, and heritage railways"
749,UKGOVUK_22780,Legal aid reform
750,UKGOVUK_22805,Transport security
752,UKGOVUK_22807,Economic growth in developing countries
754,UKGOVUK_22817,Business enterprise
755,UKGOVUK_22828,Northern Ireland security
756,UKGOVUK_22829,Northern Ireland political stability
758,UKGOVUK_22845,Government buying
759,UKGOVUK_22847,Human rights internationally
760,UKGOVUK_22848,Planning reform
762,UKGOVUK_22850,Tourism
763,UKGOVUK_22854,Emergency planning
765,UKGOVUK_22857,The Commonwealth
766,UKGOVUK_22859,Competition law
768,UKGOVUK_22860,Deficit reduction
769,UKGOVUK_22861,Road safety
774,UKGOVUK_22875,UK economic growth
775,UKGOVUK_22876,Water industry
777,UKGOVUK_22878,Sentencing reform
780,UKGOVUK_22881,Nuclear disarmament
781,UKGOVUK_22883,Household energy
3539,UKGOVUK_34617,Announcements related to Education and Skills Funding Agency and Employment
788,UKGOVUK_22889,Museums and galleries
790,UKGOVUK_22891,Elite sports performance
793,UKGOVUK_22894,Conflict in fragile states
794,UKGOVUK_22895,Animal research and testing
798,UKGOVUK_22901,Bank regulation
800,UKGOVUK_22903,Business and the environment
803,UKGOVUK_22921,Central government efficiency
806,UKGOVUK_22928,Farming industry regulation
807,UKGOVUK_22934,National Lottery funding
811,UKGOVUK_22938,Justice system transparency
812,UKGOVUK_22948,Support for families
814,UKGOVUK_22971,Water and sewerage services
816,UKGOVUK_22975,Climate change impact in developing countries
818,UKGOVUK_22979,Biodiversity and ecosystems
820,UKGOVUK_22981,Administrative justice reform
822,UKGOVUK_22983,Drug misuse and dependency
830,UKGOVUK_23244,Violence against women and girls
882,UKGOVUK_26866,Business and enterprise: Licensing
883,UKGOVUK_26885,Population screening programmes: NHS diabetic eye screening (DES) programme
894,UKGOVUK_26949,"European Structural and Investment Funds West Midlands, South east, and London"
896,UKGOVUK_26953,Help for British nationals overseas: Europe
897,UKGOVUK_26963,European Structural and Investment Funds South east and London
899,UKGOVUK_26969,"European Structural and Investment Funds east of England, South east, and London"
902,UKGOVUK_26973,European Structural and Investment FundWest Midlands
903,UKGOVUK_26994,"European Structural and Investment Funds North east, North West, and Yorkshire and humber"
904,UKGOVUK_26996,"European Structural and Investment Funds east of England, South east, and South West"
905,UKGOVUK_26997,European Structural and Investment FundNorth east
906,UKGOVUK_26998,European Structural and Investment FundSouth east
907,UKGOVUK_26999,Climate change and energy: Climate change agreements
908,UKGOVUK_27000,Climate change and energy: Emissions and emissions trading
910,UKGOVUK_27034,European Structural and Investment FundLondon
912,UKGOVUK_27043,European Structural and Investment Funds North east and Yorkshire and humber
913,UKGOVUK_27044,"European Structural and Investment Funds North east, North West, Yorkshire and humber, and east Midlands"
3540,UKGOVUK_22099,Announcements related to Education and Skills Funding Agency and Further education and skills
6070,UKGOVUK_33636,FOI releases related to Drinking Water Inspectorate
915,UKGOVUK_27073,European Structural and Investment Fundeast Midlands
916,UKGOVUK_27076,European Structural and Investment Funds South east and South West
918,UKGOVUK_27081,"Medicines, medical devices and blood regulation and safety: Payment and fees"
919,UKGOVUK_27084,Government: European Union laws and regulation
924,UKGOVUK_27156,Animal welfare: Pets
927,UKGOVUK_27160,Law and the justice system: Statutory rights
928,UKGOVUK_27164,Rail Accident Investigation Branch (RAIB) reports with the following railway types: metros and heritage railways
929,UKGOVUK_27176,"European Structural and Investment Funds east Midlands, West Midlands, east of England, South east, South West, and London"
930,UKGOVUK_27179,European Structural and Investment Funds North West and Yorkshire and humber
932,UKGOVUK_27181,"European Structural and Investment Funds Yorkshire and humber, east Midlands, and east of England"
933,UKGOVUK_27183,"European Structural and Investment Funds Yorkshire and humber, east Midlands, east of England, South east, and London"
937,UKGOVUK_27232,"European Structural and Investment Funds North West, Yorkshire and humber, and east Midlands"
938,UKGOVUK_27236,"European Structural and Investment Funds Yorkshire and humber, east of England, and London"
939,UKGOVUK_27240,Climate change and energy: Low carbon energy
941,UKGOVUK_27255,Competition and Markets Authority (CMA) cases with the following case types: CA98 and civil cartels and mergers
942,UKGOVUK_27256,"European Structural and Investment Funds east Midlands, east of England, South east, South West, and London"
943,UKGOVUK_27257,"European Structural and Investment Funds Yorkshire and humber, east Midlands, and West Midlands"
944,UKGOVUK_27258,European Structural and Investment Funds east Midlands and West Midlands
946,UKGOVUK_27261,"European Structural and Investment Funds North West, east Midlands, and West Midlands"
949,UKGOVUK_27297,"European Structural and Investment Funds South east, South West, and London"
950,UKGOVUK_27321,"European Structural and Investment Funds North West, east of England, and South east"
951,UKGOVUK_27346,"European Structural and Investment Funds West Midlands, South east, South West, and London"
952,UKGOVUK_27369,European Structural and Investment Funds Yorkshire and humber and east Midlands
955,UKGOVUK_27372,European Structural and Investment Funds South West and London
956,UKGOVUK_27376,"European Structural and Investment Funds east Midlands, east of England, and South east"
957,UKGOVUK_27379,European Structural and Investment Funds east Midlands and east of England
1040,UKGOVUK_28929,Drug alert: company-led
1041,UKGOVUK_28952,Field safety notice
3541,UKGOVUK_25846,"Announcements related to Education and Skills Funding Agency, Further education and skills and UK and the Commonwealth"
6076,UKGOVUK_5087,FOI releases about all topics by Driver and Vehicle Licensing Agency
959,UKGOVUK_27382,European Structural and Investment Funds West Midlands and South West
962,UKGOVUK_27454,"European Structural and Investment Funds North West, Yorkshire and humber, east Midlands, West Midlands, and London"
966,UKGOVUK_27533,Work and careers: Government graduate schemes
967,UKGOVUK_27546,European Structural and Investment Funds West Midlands and London
969,UKGOVUK_27578,"European Structural and Investment Funds east Midlands, West Midlands, and South east"
971,UKGOVUK_27582,Crime and policing: Criminal record disclosure
972,UKGOVUK_27585,Business and enterprise: Farming
973,UKGOVUK_27603,"European Structural and Investment Funds North West, West Midlands, and South West"
974,UKGOVUK_27657,"European Structural and Investment Funds Yorkshire and humber, east Midlands, east of England, and South east"
977,UKGOVUK_27788,Government: Devolution
978,UKGOVUK_27806,Work and careers: Public service pensions
979,UKGOVUK_27807,Planning and development: Byelaws
982,UKGOVUK_27873,Housing: Party walls
983,UKGOVUK_27874,Government: Legislative process
985,UKGOVUK_27876,Work and careers: Trade unions and employers' associations
986,UKGOVUK_27877,Law and the justice system: Domestic violence
990,UKGOVUK_27882,Business and enterprise: Trade restrictions on exports
993,UKGOVUK_27884,Keeping farmed animals: Deer farming
994,UKGOVUK_27885,"Public safety and emergencies: Emergencies: preparation, response and recovery"
997,UKGOVUK_27888,"Help for British nationals overseas: Antarctica, Australia and Oceania"
998,UKGOVUK_27889,Help for British nationals overseas: South America
999,UKGOVUK_27948,Government: Public services
1002,UKGOVUK_27970,"European Structural and Investment Funds North east, east Midlands, and West Midlands"
1004,UKGOVUK_28024,"European Structural and Investment Funds North east, Yorkshire and humber, east Midlands, and east of England"
1007,UKGOVUK_28033,"European Structural and Investment Funds east Midlands, South east, South West, and London"
1009,UKGOVUK_28057,"European Structural and Investment Funds North West, Yorkshire and humber, east Midlands, and West Midlands"
1018,UKGOVUK_28206,"European Structural and Investment Funds Yorkshire and humber, West Midlands, east of England, South West, and London"
1033,UKGOVUK_28762,Medical device alerts and field safety notice
3542,UKGOVUK_17925,"Announcements related to Education and Skills Funding Agency, Further education and skills and United Kingdom"
3543,UKGOVUK_18113,Announcements related to Education and Skills Funding Agency and United Kingdom
17,UKGOVUK_16540,Schools and colleges: Governance
54,UKGOVUK_16839,Coal: Property and development
65,UKGOVUK_16850,"Schools, colleges and children's services : Opening an academy or free school"
67,UKGOVUK_16852,Dealing with HMRC: Shared Workspace service
68,UKGOVUK_16853,Dealing with HMRC: Tax avoidance
73,UKGOVUK_16858,Environmental management : Marine
78,UKGOVUK_16863,High Speed 2: Business
89,UKGOVUK_16874,Farming and food grants and payments: Export refunds
92,UKGOVUK_16877,Farming and food grants and payments: Promotion schemes
100,UKGOVUK_16885,Oil and gas: Carbon capture and storage
106,UKGOVUK_16891,Intellectual property: Trade marks
113,UKGOVUK_16898,Keeping farmed animals: Preventing disease
120,UKGOVUK_16905,"Land registration: Searches, fees and Forms"
121,UKGOVUK_16906,Personal tax: Income Tax
128,UKGOVUK_16913,Legal aid: High cost and complex cases
131,UKGOVUK_16916,Legal aid: Submit a claim for payment
142,UKGOVUK_16927,Oil and gas: Exploration and production
158,UKGOVUK_16944,Planning and development: Marine licences
1015,UKGOVUK_28122,European Structural and Investment Funds Yorkshire and humber and West Midlands
1017,UKGOVUK_28202,"European Structural and Investment Funds North West, Yorkshire and humber, and South east"
1021,UKGOVUK_28257,Population screening programmes: NHS breast screening (BSP) programme
1023,UKGOVUK_28382,Transport: Driver CPC
1024,UKGOVUK_28385,Planning and development: Planning permission and appeals
1025,UKGOVUK_28506,Competition and Markets Authority (CMA) cases with the following case types: CA98 and civil cartels and consumer enforcement
1027,UKGOVUK_28571,"European Structural and Investment Funds North east, North West, east of England, South east, South West, and London"
1030,UKGOVUK_28716,"Medical device alerts, drug alerts, and drug alert: company-led"
1034,UKGOVUK_28765,"Drug alerts, field safety notice, and drug alert: company-led"
1035,UKGOVUK_28806,Drug alerts and drug alert: company-led
3545,UKGOVUK_31602,Announcements related to Social Mobility Commission
183,UKGOVUK_16969,"Schools, colleges and children's services : School and college funding and finance"
185,UKGOVUK_16971,"Schools, colleges and children's services : Support for children and young people"
190,UKGOVUK_16976,Setting up and running a charity: Staff and volunteers
194,UKGOVUK_16980,"Ships and cargoes: Construction, maintenance and operation standards"
202,UKGOVUK_16988,Ships and cargoes: Shipping dangerous goods
206,UKGOVUK_16992,Transport: Motorways and major roads
210,UKGOVUK_16996,Transport: Transport and the environment
228,UKGOVUK_17016,Working at sea: Medical certification and advice
232,UKGOVUK_17248,Company registration and filing: Starting a company
233,UKGOVUK_17255,"Defence and armed forces: Military recruitment, training and operations"
242,UKGOVUK_17330,Business tax: Aggregates Levy
246,UKGOVUK_17497,Business tax: Tobacco Products Duty
253,UKGOVUK_17614,Dealing with HMRC: Complaints and appeals
257,UKGOVUK_17664,Dealing with HMRC: Tax agent and adviser guidance
261,UKGOVUK_17735,MOT: Modernisation
268,UKGOVUK_17781,Dealing with HMRC: Tax compliance
271,UKGOVUK_17785,"Medicines, medical devices and blood regulation and safety: Good practice, inspections and enforcement"
279,UKGOVUK_18227,"Medicines, medical devices and blood regulation and safety: Blood regulation and safety"
359,UKGOVUK_20006,Farming and food grants and payments: Rural grants and payments
361,UKGOVUK_20249,Planning and development: Building regulations
414,UKGOVUK_22101,Driving tests and learning to drive: Cars
417,UKGOVUK_22157,Driving tests and learning to drive: Lorries and buses
636,UKGOVUK_22370,Visas and immigration operational guidance: Visitors
837,UKGOVUK_25755,Help for British nationals overseas: Africa
868,UKGOVUK_26500,Business and enterprise: Scientific research and development
881,UKGOVUK_26844,Benefits: Universal Credit
901,UKGOVUK_26972,Environmental management : Air quality
911,UKGOVUK_27042,Government: Government funding programmes
914,UKGOVUK_27070,Death and wills: Death registration disclosure
935,UKGOVUK_27207,"Business and enterprise: Business auditing, accounting and reporting"
8354,UKGOVUK_35132,"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)"
3546,UKGOVUK_34013,Announcements related to Social Science Research Committee
644,UKGOVUK_22526,Immigration and borders
646,UKGOVUK_22528,Public understanding of science and engineering
647,UKGOVUK_22538,Company law reform
649,UKGOVUK_22540,Corporate governance
652,UKGOVUK_22562,Rail network
653,UKGOVUK_22581,City Deals and Growth Deals
655,UKGOVUK_22592,Freshwater fisheries
656,UKGOVUK_22602,Personal tax reform
702,UKGOVUK_22668,Education of disadvantaged children policy
708,UKGOVUK_22708,Higher education participation
723,UKGOVUK_22739,Humanitarian emergencies
725,UKGOVUK_22741,Rural economy and community
727,UKGOVUK_22743,Health and safety reform
745,UKGOVUK_22772,Armed forces covenant
747,UKGOVUK_22777,Tax evasion and avoidance
751,UKGOVUK_22806,Freight
770,UKGOVUK_22862,Social mobility
773,UKGOVUK_22874,Victims of crime
776,UKGOVUK_22877,Council Tax reform
782,UKGOVUK_22882,Community integration
785,UKGOVUK_22886,Aviation and airports
792,UKGOVUK_22893,Overseas aid transparency
795,UKGOVUK_22896,Access to the countryside
963,UKGOVUK_27461,Government: National and official statistics
981,UKGOVUK_27847,Business and enterprise: Export finance
984,UKGOVUK_27875,Government: Government-owned property and land
1031,UKGOVUK_28731,Population screening programmes: NHS cervical screening (CSP) programme
1042,UKGOVUK_29000,Drug alerts and field safety notice
1044,UKGOVUK_29040,Field safety notice and drug alert: company-led
1303,UKGOVUK_30259,"European Structural and Investment Funds North east, east Midlands, West Midlands, east of England, South east, and South West"
1307,UKGOVUK_30478,"Competition and Markets Authority (CMA) cases with the following case types: CA98 and civil cartels, markets, and consumer enforcement"
1309,UKGOVUK_30554,"European Structural and Investment Funds North east, North West, Yorkshire and humber, east Midlands, east of England, South east, and South West"
1310,UKGOVUK_30555,"European Structural and Investment Funds North West, Yorkshire and humber, east Midlands, east of England, South east, and London"
3547,UKGOVUK_28920,Announcements related to Social Security Advisory Committee
3548,UKGOVUK_12552,Announcements related to Sport England
1077,UKGOVUK_394,Algeria  - travel advice
1078,UKGOVUK_395,American Samoa  - travel advice
1080,UKGOVUK_397,Angola  - travel advice
1082,UKGOVUK_399,Antigua and Barbuda  - travel advice
1083,UKGOVUK_400,Argentina  - travel advice
1084,UKGOVUK_401,Armenia  - travel advice
1087,UKGOVUK_404,Austria  - travel advice
1088,UKGOVUK_405,Azerbaijan  - travel advice
1089,UKGOVUK_406,Bahamas  - travel advice
1091,UKGOVUK_408,Bangladesh  - travel advice
1093,UKGOVUK_410,Belarus  - travel advice
1095,UKGOVUK_412,Belize  - travel advice
1096,UKGOVUK_413,Benin  - travel advice
1097,UKGOVUK_414,Bermuda  - travel advice
1099,UKGOVUK_416,Bolivia  - travel advice
1101,UKGOVUK_418,Bosnia and Herzegovina  - travel advice
1103,UKGOVUK_420,Brazil  - travel advice
1104,UKGOVUK_421,British Antarctic Territory  - travel advice
1107,UKGOVUK_424,Brunei  - travel advice
1316,UKGOVUK_30745,Health protection: Migrant health guide
1318,UKGOVUK_30776,European Structural and Investment Funds West Midlands and South east
1319,UKGOVUK_30787,"European Structural and Investment Funds east Midlands, West Midlands, South east, and London"
1322,UKGOVUK_30801,"European Structural and Investment Funds North West, east of England, and London"
1323,UKGOVUK_30820,"European Structural and Investment Funds North West, Yorkshire and humber, east Midlands, and London"
1324,UKGOVUK_30825,"European Structural and Investment Funds east Midlands, east of England, South east, and South West"
1325,UKGOVUK_30849,European Structural and Investment Funds east of England and London
1327,UKGOVUK_31066,"European Structural and Investment Funds North West, east Midlands, West Midlands, South east, and South West"
1330,UKGOVUK_31155,European Structural and Investment Funds east Midlands and South east
1331,UKGOVUK_31156,European Structural and Investment Funds West Midlands and east of England
1332,UKGOVUK_31165,European Structural and Investment Funds North West and South east
1334,UKGOVUK_31280,Marine Accident Investigation Branch (MAIB) reports with the following vessel types: fishing vessel and recreational craft - sail
1336,UKGOVUK_31573,"European Structural and Investment Funds east Midlands, South east, and South West"
1338,UKGOVUK_31726,"European Structural and Investment Funds North West, West Midlands, east of England, and South West"
3550,UKGOVUK_12320,Announcements related to Standards and Testing Agency
1113,UKGOVUK_430,Cameroon  - travel advice
1114,UKGOVUK_431,Canada  - travel advice
1115,UKGOVUK_432,Cape Verde  - travel advice
1118,UKGOVUK_435,Chad  - travel advice
1119,UKGOVUK_436,Chile  - travel advice
1121,UKGOVUK_438,Colombia  - travel advice
1123,UKGOVUK_440,Congo  - travel advice
1125,UKGOVUK_444,Croatia  - travel advice
1126,UKGOVUK_445,Cuba  - travel advice
1129,UKGOVUK_448,Czech Republic  - travel advice
1130,UKGOVUK_441,Democratic Republic of the Congo  - travel advice
1131,UKGOVUK_449,Denmark  - travel advice
1134,UKGOVUK_452,Dominican Republic  - travel advice
1135,UKGOVUK_453,Ecuador  - travel advice
1136,UKGOVUK_454,Egypt  - travel advice
1138,UKGOVUK_456,Equatorial Guinea  - travel advice
1140,UKGOVUK_458,Estonia  - travel advice
1142,UKGOVUK_460,Falkland Islands  - travel advice
1143,UKGOVUK_461,Fiji  - travel advice
1144,UKGOVUK_462,Finland  - travel advice
1147,UKGOVUK_465,French Polynesia  - travel advice
1148,UKGOVUK_466,Gabon  - travel advice
1150,UKGOVUK_468,Georgia  - travel advice
1151,UKGOVUK_469,Germany  - travel advice
1155,UKGOVUK_473,Grenada  - travel advice
1156,UKGOVUK_474,Guadeloupe  - travel advice
1158,UKGOVUK_476,Guinea  - travel advice
1159,UKGOVUK_477,Guinea-Bissau  - travel advice
1162,UKGOVUK_480,Holy See  - travel advice
1163,UKGOVUK_481,Honduras  - travel advice
1164,UKGOVUK_482,Hong Kong  - travel advice
1166,UKGOVUK_484,Iceland  - travel advice
1168,UKGOVUK_486,Indonesia  - travel advice
1170,UKGOVUK_488,Iraq  - travel advice
1171,UKGOVUK_489,Ireland  - travel advice
1172,UKGOVUK_490,Israel  - travel advice
1175,UKGOVUK_493,Jamaica  - travel advice
1176,UKGOVUK_494,Japan  - travel advice
1178,UKGOVUK_496,Jordan  - travel advice
1179,UKGOVUK_497,Kazakhstan  - travel advice
1180,UKGOVUK_498,Kenya  - travel advice
1183,UKGOVUK_503,Kuwait  - travel advice
1245,UKGOVUK_564,São Tomé and Principe  - travel advice
6077,UKGOVUK_5491,Forms about all topics by Driver and Vehicle Licensing Agency
1188,UKGOVUK_508,Lesotho  - travel advice
1189,UKGOVUK_509,Liberia  - travel advice
1191,UKGOVUK_511,Liechtenstein  - travel advice
1192,UKGOVUK_512,Lithuania  - travel advice
1195,UKGOVUK_515,Macedonia  - travel advice
1196,UKGOVUK_516,Madagascar  - travel advice
1197,UKGOVUK_517,Malawi  - travel advice
1199,UKGOVUK_519,Maldives  - travel advice
1201,UKGOVUK_521,Malta  - travel advice
1204,UKGOVUK_524,Mauritania  - travel advice
1205,UKGOVUK_525,Mauritius  - travel advice
1207,UKGOVUK_527,Mexico  - travel advice
1209,UKGOVUK_529,Moldova  - travel advice
1211,UKGOVUK_531,Mongolia  - travel advice
1212,UKGOVUK_532,Montenegro  - travel advice
